taxi_ID,trip_ID,time,hour,status,latitude,longitude,rounded_latitude,rounded_longitude,distance_meter,duration_min
AK2774,AK2774_T_7992,9/23/2016 22:29,22,D,13.73639107,100.5771255,13.74,100.58,905,4
AK2774,AK2774_T_7994,9/23/2016 23:08,23,O,13.71190357,100.6048126,13.71,100.6,,
AK2774,AK2774_T_7994,9/23/2016 23:23,23,D,13.75194359,100.6392059,13.75,100.64,9076,15
AK2774,AK2774_T_7996,9/23/2016 23:40,23,O,13.73154545,100.5968094,13.73,100.6,,
AK2774,AK2774_T_7996,9/23/2016 23:52,23,D,13.75171661,100.609726,13.75,100.61,3392,12
AK2778,AK2778_T_1437,9/23/2016 9:42,9,O,13.87872314,100.3827133,13.88,100.38,,
AK2778,AK2778_T_1437,9/23/2016 11:24,11,D,13.84165382,100.592926,13.84,100.59,34628,102
AK2778,AK2778_T_1438,9/23/2016 11:32,11,O,13.84161186,100.5924606,13.84,100.59,,
AK2778,AK2778_T_1438,9/23/2016 13:54,13,D,13.78542995,100.4915695,13.79,100.49,25298,142
AK2778,AK2778_T_1439,9/23/2016 14:01,14,O,13.78712559,100.4865875,13.79,100.49,,
AK2778,AK2778_T_1439,9/23/2016 15:43,15,D,13.71201897,100.4311142,13.71,100.43,38374,102
AK2778,AK2778_T_1440,9/23/2016 16:03,16,O,13.71234131,100.4310074,13.71,100.43,,
AK2778,AK2778_T_1440,9/23/2016 21:09,21,D,13.84156036,100.5913544,13.84,100.59,78725,306
AK2782,AK2782_T_4113,9/23/2016 5:26,5,O,13.79530907,100.3229141,13.8,100.32,,
AK2782,AK2782_T_4113,9/23/2016 5:53,5,D,13.78102112,100.4311371,13.78,100.43,13671,27
AK2782,AK2782_T_4115,9/23/2016 6:10,6,O,13.71866894,100.4531937,13.72,100.45,,
AK2782,AK2782_T_4115,9/23/2016 6:19,6,D,13.7351017,100.4481583,13.74,100.45,2424,9
AK2782,AK2782_T_4117,9/23/2016 6:24,6,O,13.72210503,100.4575653,13.72,100.46,,
AK2782,AK2782_T_4117,9/23/2016 6:43,6,D,13.78124905,100.4278793,13.78,100.43,8417,19
AK2782,AK2782_T_4119,9/23/2016 7:40,7,O,13.74186897,100.4999008,13.74,100.5,,
AK2782,AK2782_T_4119,9/23/2016 7:47,7,D,13.74986935,100.5000153,13.75,100.5,1135,7
AK2782,AK2782_T_4122,9/23/2016 8:06,8,O,13.75731945,100.483284,13.76,100.48,,
AK2782,AK2782_T_4122,9/23/2016 8:18,8,D,13.7364502,100.4931717,13.74,100.49,2666,12
AK2782,AK2782_T_4124,9/23/2016 8:23,8,O,13.74158573,100.4977112,13.74,100.5,,
AK2782,AK2782_T_4124,9/23/2016 8:28,8,D,13.75449371,100.4985428,13.75,100.5,1447,5
AK2782,AK2782_T_4126,9/23/2016 17:04,17,O,13.77725506,100.5117264,13.78,100.51,,
AK2782,AK2782_T_4126,9/23/2016 17:18,17,D,13.7788744,100.5087967,13.78,100.51,467,14
AK2782,AK2782_T_4128,9/23/2016 18:20,18,O,13.6787672,100.3800888,13.68,100.38,,
AK2782,AK2782_T_4128,9/23/2016 18:57,18,D,13.71724319,100.3953094,13.72,100.4,9375,37
AK2782,AK2782_T_4129,9/23/2016 19:05,19,O,13.71792793,100.3956146,13.72,100.4,,
AK2782,AK2782_T_4129,9/23/2016 19:12,19,D,13.74597263,100.3952179,13.75,100.4,3122,7
AK2782,AK2782_T_4131,9/23/2016 19:34,19,O,13.75748253,100.4994812,13.76,100.5,,
AK2782,AK2782_T_4131,9/23/2016 20:17,20,D,13.77542973,100.3947296,13.78,100.39,15425,43
AK2782,AK2782_T_4133,9/23/2016 20:31,20,O,13.7908411,100.3678207,13.79,100.37,,
AK2782,AK2782_T_4133,9/23/2016 20:45,20,D,13.77964878,100.3945389,13.78,100.39,6786,14
AK2783,AK2783_T_2047,9/23/2016 7:57,7,O,13.6370182,100.6194687,13.64,100.62,,
AK2783,AK2783_T_2047,9/23/2016 8:22,8,D,13.6438818,100.6362762,13.64,100.64,2689,25
AK2783,AK2783_T_2048,9/23/2016 8:30,8,O,13.64426613,100.6364288,13.64,100.64,,
AK2783,AK2783_T_2048,9/23/2016 10:57,10,D,13.5962553,100.7457047,13.6,100.75,48191,147
AK2783,AK2783_T_2049,9/23/2016 11:12,11,O,13.59653282,100.7416458,13.6,100.74,,
AK2783,AK2783_T_2049,9/23/2016 12:57,12,D,13.59642506,100.7426071,13.6,100.74,54446,105
AK2783,AK2783_T_2050,9/23/2016 13:06,13,O,13.5966959,100.7401123,13.6,100.74,,
AK2783,AK2783_T_2050,9/23/2016 14:21,14,D,13.53233719,100.6304321,13.53,100.63,31043,75
AK2783,AK2783_T_2051,9/23/2016 14:27,14,O,13.53355885,100.6287842,13.53,100.63,,
AK2783,AK2783_T_2051,9/23/2016 15:12,15,D,13.64986801,100.5958328,13.65,100.6,15876,45
AK2783,AK2783_T_2052,9/23/2016 15:23,15,O,13.64998627,100.5954971,13.65,100.6,,
AK2783,AK2783_T_2052,9/23/2016 15:45,15,D,13.64569473,100.5856171,13.65,100.59,3799,22
AK2783,AK2783_T_2053,9/23/2016 16:12,16,O,13.64519501,100.5856018,13.65,100.59,,
AK2783,AK2783_T_2053,9/23/2016 21:08,21,D,13.64283466,100.6091385,13.64,100.61,90445,296
AK2784,AK2784_T_10009,9/23/2016 1:34,1,O,13.7874651,100.6699524,13.79,100.67,,
AK2784,AK2784_T_10009,9/23/2016 1:40,1,D,13.77890301,100.6661835,13.78,100.67,1337,6
AK2785,AK2785_T_2173,9/23/2016 9:55,9,O,13.72139359,100.7478333,13.72,100.75,,
AK2785,AK2785_T_2173,9/23/2016 10:09,10,D,13.72145844,100.7478333,13.72,100.75,198,14
AK2785,AK2785_T_2174,9/23/2016 10:40,10,O,13.72146893,100.7478561,13.72,100.75,,
AK2785,AK2785_T_2174,9/23/2016 10:42,10,D,13.72146893,100.7478561,13.72,100.75,0,2
AK2785,AK2785_T_2179,9/23/2016 13:45,13,O,13.7459507,100.7929306,13.75,100.79,,
AK2785,AK2785_T_2179,9/23/2016 13:54,13,D,13.74597454,100.792923,13.75,100.79,4,9
AK2785,AK2785_T_2180,9/23/2016 16:32,16,O,13.74193954,100.7916565,13.74,100.79,,
AK2785,AK2785_T_2180,9/23/2016 16:44,16,D,13.72211647,100.7878036,13.72,100.79,3715,12
AK2785,AK2785_T_2182,9/23/2016 16:58,16,O,13.70439911,100.8336563,13.7,100.83,,
AK2785,AK2785_T_2182,9/23/2016 17:07,17,D,13.71811485,100.800499,13.72,100.8,3971,9
AK2785,AK2785_T_2183,9/23/2016 17:11,17,O,13.71928024,100.7974548,13.72,100.8,,
AK2785,AK2785_T_2183,9/23/2016 17:27,17,D,13.72157288,100.7640915,13.72,100.76,3656,16
AK2785,AK2785_T_2185,9/23/2016 17:55,17,O,13.74496937,100.7552567,13.74,100.76,,
AK2785,AK2785_T_2185,9/23/2016 18:04,18,D,13.72190189,100.7539597,13.72,100.75,3586,9
AK2786,AK2786_T_9720,9/23/2016 0:15,0,O,13.79549026,100.6028748,13.8,100.6,,
AK2786,AK2786_T_9720,9/23/2016 0:21,0,D,13.80618191,100.5850296,13.81,100.59,2412,6
AK2786,AK2786_T_9721,9/23/2016 9:08,9,O,13.80626106,100.5849915,13.81,100.58,,
AK2786,AK2786_T_9721,9/23/2016 9:22,9,D,13.80075264,100.583725,13.8,100.58,634,14
AK2786,AK2786_T_9723,9/23/2016 9:37,9,O,13.80713272,100.5621796,13.81,100.56,,
AK2786,AK2786_T_9723,9/23/2016 9:40,9,D,13.80794716,100.5602646,13.81,100.56,227,3
AK2786,AK2786_T_9725,9/23/2016 9:57,9,O,13.81430531,100.5755692,13.81,100.58,,
AK2786,AK2786_T_9725,9/23/2016 10:30,10,D,13.80358505,100.5541,13.8,100.55,13186,33
AK2786,AK2786_T_9727,9/23/2016 11:00,11,O,13.84231758,100.4916534,13.84,100.49,,
AK2786,AK2786_T_9727,9/23/2016 11:05,11,D,13.85772896,100.4930344,13.86,100.49,1809,5
AK2786,AK2786_T_9728,9/23/2016 11:19,11,O,13.85947323,100.492775,13.86,100.49,,
AK2786,AK2786_T_9728,9/23/2016 11:36,11,D,13.86210155,100.5041122,13.86,100.5,4119,17
AK2786,AK2786_T_9730,9/23/2016 12:30,12,O,13.91676807,100.6001434,13.92,100.6,,
AK2786,AK2786_T_9730,9/23/2016 12:34,12,D,13.90775394,100.5951385,13.91,100.6,1143,4
AK2786,AK2786_T_9731,9/23/2016 12:42,12,O,13.90681076,100.5946198,13.91,100.59,,
AK2786,AK2786_T_9731,9/23/2016 12:48,12,D,13.91424274,100.5991821,13.91,100.6,1131,6
AK2786,AK2786_T_9732,9/23/2016 13:07,13,O,13.91548538,100.5995941,13.92,100.6,,
AK2786,AK2786_T_9732,9/23/2016 13:26,13,D,13.91688061,100.6001816,13.92,100.6,243,19
AK2786,AK2786_T_9734,9/23/2016 14:31,14,O,13.75574207,100.5332947,13.76,100.53,,
AK2786,AK2786_T_9734,9/23/2016 15:02,15,D,13.80228901,100.5598373,13.8,100.56,7767,31
AK2786,AK2786_T_9735,9/23/2016 15:19,15,O,13.80192947,100.5598068,13.8,100.56,,
AK2786,AK2786_T_9735,9/23/2016 15:48,15,D,13.80365276,100.5546951,13.8,100.55,1614,29
AK2786,AK2786_T_9737,9/23/2016 16:14,16,O,13.77164745,100.5752106,13.77,100.58,,
AK2786,AK2786_T_9737,9/23/2016 16:44,16,D,13.81886292,100.5584335,13.82,100.56,7519,30
AK2786,AK2786_T_9739,9/23/2016 17:18,17,O,13.91814232,100.6009598,13.92,100.6,,
AK2786,AK2786_T_9739,9/23/2016 17:21,17,D,13.91612244,100.5998535,13.92,100.6,545,3
AK2786,AK2786_T_9742,9/23/2016 18:49,18,O,13.9697113,100.7066956,13.97,100.71,,
AK2786,AK2786_T_9742,9/23/2016 18:56,18,D,14.00885201,100.7089691,14.01,100.71,4395,7
AK2786,AK2786_T_9744,9/23/2016 19:34,19,O,13.91812325,100.671196,13.92,100.67,,
AK2786,AK2786_T_9744,9/23/2016 20:02,20,D,13.91674042,100.5998535,13.92,100.6,13769,28
AK2786,AK2786_T_9746,9/23/2016 21:03,21,O,13.63353062,100.7109375,13.63,100.71,,
AK2786,AK2786_T_9746,9/23/2016 21:23,21,D,13.77467632,100.6065292,13.77,100.61,24856,20
AK2787,AK2787_T_1486,9/23/2016 11:04,11,O,13.73855782,100.5963593,13.74,100.6,,
AK2787,AK2787_T_1486,9/23/2016 11:40,11,D,13.67123795,100.6187439,13.67,100.62,9291,36
AK2787,AK2787_T_1487,9/23/2016 11:47,11,O,13.67081547,100.6211166,13.67,100.62,,
AK2787,AK2787_T_1487,9/23/2016 11:54,11,D,13.66626072,100.6472321,13.67,100.65,2876,7
AK2787,AK2787_T_1488,9/23/2016 12:11,12,O,13.66626835,100.6472931,13.67,100.65,,
AK2787,AK2787_T_1488,9/23/2016 14:28,14,D,13.62670326,100.7254333,13.63,100.73,55374,137
AK2787,AK2787_T_1489,9/23/2016 15:05,15,O,13.62655258,100.7256699,13.63,100.73,,
AK2787,AK2787_T_1489,9/23/2016 17:05,17,D,13.63229179,100.7688675,13.63,100.77,55169,120
AK2787,AK2787_T_1490,9/23/2016 17:10,17,O,13.63347244,100.7697601,13.63,100.77,,
AK2787,AK2787_T_1490,9/23/2016 21:34,21,D,13.67129707,100.6194916,13.67,100.62,115918,264
AK2787,AK2787_T_1491,9/23/2016 21:39,21,O,13.67128372,100.6195602,13.67,100.62,,
AK2787,AK2787_T_1491,9/23/2016 22:03,22,D,13.73995304,100.5995407,13.74,100.6,14905,24
AK2787,AK2787_T_1492,9/23/2016 22:08,22,O,13.7369833,100.5982666,13.74,100.6,,
AK2787,AK2787_T_1492,9/23/2016 22:12,22,D,13.73837376,100.5964127,13.74,100.6,311,4
AK2789,AK2789_T_8097,9/23/2016 11:51,11,O,13.59037113,100.7277756,13.59,100.73,,
AK2789,AK2789_T_8097,9/23/2016 12:00,12,D,13.59033966,100.7278061,13.59,100.73,5,9
AK2789,AK2789_T_8101,9/23/2016 12:54,12,O,13.60557461,100.7740097,13.61,100.77,,
AK2789,AK2789_T_8101,9/23/2016 13:22,13,D,13.59838486,100.7226639,13.6,100.72,9198,28
AK2789,AK2789_T_8103,9/23/2016 13:26,13,O,13.59822559,100.7080078,13.6,100.71,,
AK2789,AK2789_T_8103,9/23/2016 13:51,13,D,13.60280609,100.7076416,13.6,100.71,965,25
AK2789,AK2789_T_8105,9/23/2016 14:04,14,O,13.60237789,100.6981735,13.6,100.7,,
AK2789,AK2789_T_8105,9/23/2016 14:25,14,D,13.60273933,100.7074738,13.6,100.71,1667,21
AK2789,AK2789_T_8107,9/23/2016 14:37,14,O,13.59029102,100.730217,13.59,100.73,,
AK2789,AK2789_T_8107,9/23/2016 14:42,14,D,13.5922184,100.7303085,13.59,100.73,215,5
AK2789,AK2789_T_8111,9/23/2016 15:13,15,O,13.58376503,100.6993637,13.58,100.7,,
AK2789,AK2789_T_8111,9/23/2016 15:32,15,D,13.59990311,100.6994934,13.6,100.7,3404,19
AK2789,AK2789_T_8114,9/23/2016 15:54,15,O,13.59955406,100.6995316,13.6,100.7,,
AK2789,AK2789_T_8114,9/23/2016 16:09,16,D,13.59807587,100.7003403,13.6,100.7,192,15
AK2789,AK2789_T_8120,9/23/2016 19:19,19,O,13.99047661,100.6157913,13.99,100.62,,
AK2789,AK2789_T_8120,9/23/2016 19:25,19,D,13.97765923,100.6176758,13.98,100.62,1444,6
AK2789,AK2789_T_8122,9/23/2016 20:49,20,O,13.97246361,100.6189575,13.97,100.62,,
AK2789,AK2789_T_8122,9/23/2016 20:53,20,D,13.96298695,100.6203003,13.96,100.62,1066,4
AK2789,AK2789_T_8124,9/23/2016 21:42,21,O,13.88547707,100.6043396,13.89,100.6,,
AK2789,AK2789_T_8124,9/23/2016 21:48,21,D,13.87433147,100.5961227,13.87,100.6,1557,6
AK2789,AK2789_T_8128,9/23/2016 23:22,23,O,13.73134136,100.5849838,13.73,100.58,,
AK2789,AK2789_T_8128,9/23/2016 23:47,23,D,13.69247532,100.6075974,13.69,100.61,5397,25
AK2790,AK2790_T_9530,9/23/2016 8:26,8,O,13.50716591,100.7311096,13.51,100.73,,
AK2790,AK2790_T_9530,9/23/2016 8:36,8,D,13.51883221,100.6669846,13.52,100.67,7106,10
AK2790,AK2790_T_9533,9/23/2016 9:56,9,O,13.61902046,100.6218567,13.62,100.62,,
AK2790,AK2790_T_9533,9/23/2016 10:06,10,D,13.61386681,100.6043167,13.61,100.6,2750,10
AK2790,AK2790_T_9534,9/23/2016 10:10,10,O,13.61112881,100.6020203,13.61,100.6,,
AK2790,AK2790_T_9534,9/23/2016 10:16,10,D,13.60194683,100.5972595,13.6,100.6,1457,6
AK2790,AK2790_T_9541,9/23/2016 11:37,11,O,13.65644836,100.6224823,13.66,100.62,,
AK2790,AK2790_T_9541,9/23/2016 11:45,11,D,13.64186573,100.6092987,13.64,100.61,2441,8
AK2790,AK2790_T_9543,9/23/2016 13:09,13,O,13.63677216,100.6173325,13.64,100.62,,
AK2790,AK2790_T_9543,9/23/2016 13:13,13,D,13.64259434,100.6089935,13.64,100.61,1123,4
AK2790,AK2790_T_9544,9/23/2016 13:18,13,O,13.64534187,100.6107178,13.65,100.61,,
AK2790,AK2790_T_9544,9/23/2016 13:22,13,D,13.65404606,100.6128006,13.65,100.61,1306,4
AK2790,AK2790_T_9545,9/23/2016 13:39,13,O,13.65420341,100.6114655,13.65,100.61,,
AK2790,AK2790_T_9545,9/23/2016 14:00,14,D,13.66052055,100.6016922,13.66,100.6,2659,21
AK2790,AK2790_T_9548,9/23/2016 15:01,15,O,13.63249111,100.6259842,13.63,100.63,,
AK2790,AK2790_T_9548,9/23/2016 15:17,15,D,13.65011024,100.597229,13.65,100.6,4152,16
AK2790,AK2790_T_9550,9/23/2016 15:27,15,O,13.64252186,100.6036453,13.64,100.6,,
AK2790,AK2790_T_9550,9/23/2016 15:44,15,D,13.64587975,100.5953598,13.65,100.6,1522,17
AK2790,AK2790_T_9552,9/23/2016 16:06,16,O,13.67123699,100.618782,13.67,100.62,,
AK2790,AK2790_T_9552,9/23/2016 16:08,16,D,13.67137623,100.6195984,13.67,100.62,89,2
AK2790,AK2790_T_9553,9/23/2016 16:20,16,O,13.67137623,100.6195984,13.67,100.62,,
AK2790,AK2790_T_9553,9/23/2016 16:27,16,D,13.66941929,100.6313248,13.67,100.63,1322,7
AK2790,AK2790_T_9557,9/23/2016 17:31,17,O,13.64310074,100.5927658,13.64,100.59,,
AK2790,AK2790_T_9557,9/23/2016 17:35,17,D,13.6435318,100.5906982,13.64,100.59,229,4
AK2790,AK2790_T_9560,9/23/2016 18:43,18,O,13.62830544,100.5485001,13.63,100.55,,
AK2790,AK2790_T_9560,9/23/2016 19:26,19,D,13.62020016,100.6223068,13.62,100.62,15940,43
AK2790,AK2790_T_9561,9/23/2016 19:51,19,O,13.57384491,100.6097488,13.57,100.61,,
AK2790,AK2790_T_9561,9/23/2016 20:02,20,D,13.52583122,100.638855,13.53,100.64,6847,11
AK2790,AK2790_T_9562,9/23/2016 20:32,20,O,13.52764511,100.6367188,13.53,100.64,,
AK2790,AK2790_T_9562,9/23/2016 20:36,20,D,13.52340603,100.6473236,13.52,100.65,2353,4
AK2790,AK2790_T_9564,9/23/2016 20:52,20,O,13.51412296,100.6889343,13.51,100.69,,
AK2790,AK2790_T_9564,9/23/2016 20:56,20,D,13.50685501,100.7309265,13.51,100.73,4620,4
AK2791,AK2791_T_2907,9/23/2016 16:11,16,O,13.57921982,100.624382,13.58,100.62,,
AK2791,AK2791_T_2907,9/23/2016 16:18,16,D,13.58428574,100.6088638,13.58,100.61,2289,7
AK2791,AK2791_T_2909,9/23/2016 17:37,17,O,13.67259884,100.6074829,13.67,100.61,,
AK2791,AK2791_T_2909,9/23/2016 17:58,17,D,13.66810036,100.6049347,13.67,100.6,631,21
AK2791,AK2791_T_2911,9/23/2016 18:33,18,O,13.63414955,100.6297302,13.63,100.63,,
AK2791,AK2791_T_2911,9/23/2016 18:36,18,D,13.63164902,100.6279907,13.63,100.63,339,3
AK2791,AK2791_T_2913,9/23/2016 20:04,20,O,13.69306755,100.7517471,13.69,100.75,,
AK2791,AK2791_T_2913,9/23/2016 20:31,20,D,13.64946079,100.6816635,13.65,100.68,18472,27
AK2791,AK2791_T_2917,9/23/2016 20:56,20,O,13.67389011,100.683136,13.67,100.68,,
AK2791,AK2791_T_2917,9/23/2016 21:01,21,D,13.66801739,100.683609,13.67,100.68,1253,5
AK2791,AK2791_T_2919,9/23/2016 21:08,21,O,13.65293884,100.6782608,13.65,100.68,,
AK2791,AK2791_T_2919,9/23/2016 21:35,21,D,13.59968472,100.6996231,13.6,100.7,10071,27
AK2791,AK2791_T_2922,9/23/2016 21:59,21,O,13.53446484,100.6582336,13.53,100.66,,
AK2791,AK2791_T_2922,9/23/2016 22:10,22,D,13.57469845,100.6329498,13.57,100.63,7985,11
AK2792,AK2792_T_7680,9/23/2016 15:57,15,O,13.57634163,100.6682358,13.58,100.67,,
AK2792,AK2792_T_7680,9/23/2016 16:28,16,D,13.58316612,100.608429,13.58,100.61,10175,31
AK2792,AK2792_T_7689,9/23/2016 19:27,19,O,13.67585564,100.6707458,13.68,100.67,,
AK2792,AK2792_T_7689,9/23/2016 19:32,19,D,13.67219734,100.6828918,13.67,100.68,1518,5
AK2792,AK2792_T_7691,9/23/2016 19:50,19,O,13.65542221,100.6711273,13.66,100.67,,
AK2792,AK2792_T_7691,9/23/2016 19:57,19,D,13.66396904,100.651619,13.66,100.65,2326,7
AK2792,AK2792_T_7693,9/23/2016 20:04,20,O,13.65478611,100.6451187,13.65,100.65,,
AK2792,AK2792_T_7693,9/23/2016 20:06,20,D,13.65518188,100.6461411,13.66,100.65,166,2
AK2792,AK2792_T_7695,9/23/2016 20:29,20,O,13.62659836,100.6132355,13.63,100.61,,
AK2792,AK2792_T_7695,9/23/2016 20:49,20,D,13.59378719,100.6081238,13.59,100.61,6570,20
AK2792,AK2792_T_7697,9/23/2016 21:09,21,O,13.56434727,100.6109772,13.56,100.61,,
AK2792,AK2792_T_7697,9/23/2016 21:20,21,D,13.58373547,100.6085892,13.58,100.61,5011,11
AK2792,AK2792_T_7698,9/23/2016 22:02,22,O,13.59545898,100.608963,13.6,100.61,,
AK2792,AK2792_T_7698,9/23/2016 22:06,22,D,13.59861183,100.6122513,13.6,100.61,573,4
AK2792,AK2792_T_7699,9/23/2016 23:22,23,O,13.92837524,100.5287247,13.93,100.53,,
AK2792,AK2792_T_7699,9/23/2016 23:27,23,D,13.89657116,100.5157166,13.9,100.52,4202,5
AK2792,AK2792_T_7700,9/23/2016 23:53,23,O,13.8933239,100.5161285,13.89,100.52,,
AK2792,AK2792_T_7700,9/23/2016 23:55,23,D,13.89457226,100.5158768,13.89,100.52,504,2
AK2793,AK2793_T_1528,9/23/2016 1:13,1,O,13.80224323,100.5798035,13.8,100.58,,
AK2793,AK2793_T_1528,9/23/2016 2:32,2,D,13.81430626,100.5589066,13.81,100.56,29115,79
AK2793,AK2793_T_1529,9/23/2016 2:42,2,O,13.81431961,100.5588989,13.81,100.56,,
AK2793,AK2793_T_1529,9/23/2016 2:46,2,D,13.81740665,100.5585251,13.82,100.56,346,4
AK2793,AK2793_T_1530,9/23/2016 2:52,2,O,13.82117081,100.5582504,13.82,100.56,,
AK2793,AK2793_T_1530,9/23/2016 3:15,3,D,13.91633224,100.5707321,13.92,100.57,13633,23
AK2793,AK2793_T_1531,9/23/2016 6:50,6,O,13.91634083,100.5707169,13.92,100.57,,
AK2793,AK2793_T_1531,9/23/2016 6:58,6,D,13.91634083,100.5707169,13.92,100.57,0,8
AK2793,AK2793_T_1532,9/23/2016 7:48,7,O,13.91629028,100.5707245,13.92,100.57,,
AK2793,AK2793_T_1532,9/23/2016 9:57,9,D,13.93175125,100.5684128,13.93,100.57,36028,129
AK2793,AK2793_T_1533,9/23/2016 10:21,10,O,13.93173885,100.5684586,13.93,100.57,,
AK2793,AK2793_T_1533,9/23/2016 13:54,13,D,13.7836647,100.6131439,13.78,100.61,63729,213
AK2793,AK2793_T_1534,9/23/2016 13:59,13,O,13.78405762,100.6126862,13.78,100.61,,
AK2793,AK2793_T_1534,9/23/2016 20:12,20,D,13.86640072,100.6092606,13.87,100.61,105397,373
AK2793,AK2793_T_1535,9/23/2016 20:19,20,O,13.86694908,100.6094513,13.87,100.61,,
AK2793,AK2793_T_1535,9/23/2016 20:53,20,D,13.9163847,100.5706024,13.92,100.57,9814,34
AK2793,AK2793_T_1536,9/23/2016 21:13,21,O,13.9163847,100.5706024,13.92,100.57,,
AK2793,AK2793_T_1536,9/23/2016 22:50,22,D,13.91091824,100.4987335,13.91,100.5,35636,97
AK2794,AK2794_T_2981,9/23/2016 0:54,0,O,13.74517345,100.5417175,13.75,100.54,,
AK2794,AK2794_T_2981,9/23/2016 1:30,1,D,13.75567436,100.5668945,13.76,100.57,5957,36
AK2794,AK2794_T_2982,9/23/2016 1:36,1,O,13.75016403,100.5637894,13.75,100.56,,
AK2794,AK2794_T_2982,9/23/2016 1:43,1,D,13.74288845,100.5927734,13.74,100.59,4415,7
AK2794,AK2794_T_2983,9/23/2016 1:49,1,O,13.74321461,100.5909119,13.74,100.59,,
AK2794,AK2794_T_2983,9/23/2016 2:38,2,D,13.73125935,100.5815887,13.73,100.58,15969,49
AK2794,AK2794_T_2984,9/23/2016 2:49,2,O,13.73103046,100.581543,13.73,100.58,,
AK2794,AK2794_T_2984,9/23/2016 2:59,2,D,13.72110271,100.5703964,13.72,100.57,2782,10
AK2794,AK2794_T_2985,9/23/2016 5:10,5,O,13.72105122,100.5704346,13.72,100.57,,
AK2794,AK2794_T_2985,9/23/2016 5:52,5,D,13.67839813,100.6732407,13.68,100.67,16358,42
AK2794,AK2794_T_2986,9/23/2016 20:06,20,O,13.67835712,100.6731491,13.68,100.67,,
AK2794,AK2794_T_2986,9/23/2016 22:33,22,D,13.94964218,100.6223221,13.95,100.62,52482,147
AK2794,AK2794_T_2987,9/23/2016 22:41,22,O,13.95024776,100.6222763,13.95,100.62,,
AK2794,AK2794_T_2987,9/23/2016 22:53,22,D,13.88686466,100.5834427,13.89,100.58,9103,12
AK2795,AK2795_T_1186,9/23/2016 7:01,7,O,13.61145687,100.6618805,13.61,100.66,,
AK2795,AK2795_T_1186,9/23/2016 10:58,10,D,13.66830826,100.6298599,13.67,100.63,32252,237
AK2795,AK2795_T_1187,9/23/2016 11:39,11,O,13.66887188,100.626503,13.67,100.63,,
AK2795,AK2795_T_1187,9/23/2016 13:01,13,D,13.75015831,100.5984344,13.75,100.6,28910,82
AK2795,AK2795_T_1188,9/23/2016 13:19,13,O,13.75047398,100.5987396,13.75,100.6,,
AK2795,AK2795_T_1188,9/23/2016 17:46,17,D,13.60460854,100.6973038,13.6,100.7,72390,267
AK2795,AK2795_T_1189,9/23/2016 18:06,18,O,13.60557747,100.6913071,13.61,100.69,,
AK2795,AK2795_T_1189,9/23/2016 18:16,18,D,13.61142635,100.6619415,13.61,100.66,3329,10
AK2796,AK2796_T_1866,9/23/2016 6:03,6,O,13.71400833,100.7180252,13.71,100.72,,
AK2796,AK2796_T_1866,9/23/2016 6:14,6,D,13.71394825,100.7180786,13.71,100.72,2120,11
AK2796,AK2796_T_1867,9/23/2016 7:55,7,O,13.71397495,100.7180328,13.71,100.72,,
AK2796,AK2796_T_1867,9/23/2016 8:41,8,D,13.67454147,100.723175,13.67,100.72,10318,46
AK2796,AK2796_T_1868,9/23/2016 8:46,8,O,13.67426682,100.7221146,13.67,100.72,,
AK2796,AK2796_T_1868,9/23/2016 10:23,10,D,13.71318245,100.7151108,13.71,100.72,31069,97
AK2796,AK2796_T_1869,9/23/2016 11:10,11,O,13.71284866,100.7145233,13.71,100.71,,
AK2796,AK2796_T_1869,9/23/2016 14:29,14,D,13.66981888,100.7202225,13.67,100.72,70922,199
AK2796,AK2796_T_1870,9/23/2016 14:39,14,O,13.66989422,100.7199936,13.67,100.72,,
AK2796,AK2796_T_1870,9/23/2016 16:38,16,D,13.6745348,100.7231674,13.67,100.72,52562,119
AK2796,AK2796_T_1871,9/23/2016 16:49,16,O,13.67459202,100.7234039,13.67,100.72,,
AK2796,AK2796_T_1871,9/23/2016 17:04,17,D,13.68579674,100.7046585,13.69,100.7,3852,15
AK2796,AK2796_T_1872,9/23/2016 17:19,17,O,13.68498898,100.704422,13.68,100.7,,
AK2796,AK2796_T_1872,9/23/2016 18:38,18,D,13.71397877,100.7181625,13.71,100.72,9176,79
AK2797,AK2797_T_7734,9/23/2016 5:20,5,O,13.70059013,100.6858368,13.7,100.69,,
AK2797,AK2797_T_7734,9/23/2016 5:23,5,D,13.70234299,100.6891556,13.7,100.69,408,3
AK2797,AK2797_T_7736,9/23/2016 5:42,5,O,13.6935873,100.7501755,13.69,100.75,,
AK2797,AK2797_T_7736,9/23/2016 6:03,6,D,13.69205379,100.6710815,13.69,100.67,13240,21
AK2797,AK2797_T_7738,9/23/2016 6:21,6,O,13.6793623,100.6091232,13.68,100.61,,
AK2797,AK2797_T_7738,9/23/2016 6:24,6,D,13.68212032,100.6103287,13.68,100.61,692,3
AK2797,AK2797_T_7744,9/23/2016 8:14,8,O,13.69841766,100.5871353,13.7,100.59,,
AK2797,AK2797_T_7744,9/23/2016 8:18,8,D,13.69841766,100.5871353,13.7,100.59,0,4
AK2797,AK2797_T_7745,9/23/2016 8:23,8,O,13.69778538,100.5890579,13.7,100.59,,
AK2797,AK2797_T_7745,9/23/2016 8:30,8,D,13.70565033,100.5961075,13.71,100.6,1495,7
